epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.0601650316323807,0.27928600960337985,1.0398740394791561,0.13723668903171438
1,0.001,0.8427038610871158,0.5093812651093752,0.7165055764255239,0.618733726748096
2,0.001,0.7160700799813912,0.5513041851600714,0.6884019632837666,0.5832402824603314
3,0.001,0.5946158375313033,0.6102127718772556,0.639413066764376,0.6040947390042791
4,0.001,0.5177884915871407,0.6248114015778642,0.5373054573785013,0.6592025516278227
5,0.001,0.4493248040106759,0.6527251353013862,0.35082648761236845,0.7467289146225482
6,0.001,0.3981955400598583,0.677180734410026,0.5298562187757065,0.603499627239628
